order,family_name,family,common_name,scientific_name,taxonomy,red_list_cat,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Vilcabamba Inca,Coeligena eisenmanni,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Gould's Inca,Coeligena inca,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Huanuco Starfrontlet,Coeligena dichroura,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Apurimac Starfrontlet,Coeligena albicaudata,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Cuzco Starfrontlet,Coeligena osculans,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Bolivian Starfrontlet,Coeligena violifer,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Rainbow Starfrontlet,Coeligena iris,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,White-tailed Starfrontlet,Coeligena phalerata,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,GlitteringÊStarfrontlet,Coeligena orina,R,CR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Buff-winged Starfrontlet,Coeligena lutetiae,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Perija Starfrontlet,Coeligena consita,R,VU,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Golden-bellied Starfrontlet,Coeligena bonapartei,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Golden Starfrontlet,Coeligena eos,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Blue-throated Starfrontlet,Coeligena helianthea,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Coeligena torquata,NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Coeligena bonapartei,NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Coeligena violifer,NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Mountain Velvetbreast,Lafresnaya lafresnayi,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Sword-billed Hummingbird,Ensifera ensifera,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Great Sapphirewing,Pterophanes cyanopterus,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Buff-tailed Coronet,Boissonneaua flavescens,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Chestnut-breasted Coronet,Boissonneaua matthewsii,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Velvet-purple Coronet,Boissonneaua jardini,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Booted Racket-tail,Ocreatus underwoodii,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Rufous-gaped Hillstar,Urochroa bougueri,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,White-tailed Hillstar,Urochroa leucura,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Urochroa bougueri,NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Purple-bibbed Whitetip,Urosticte benjamini,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Rufous-vented Whitetip,Urosticte ruficrissa,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Velvet-browed Brilliant,Heliodoxa xanthogonys,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Pink-throated Brilliant,Heliodoxa gularis,R,VU,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Rufous-webbed Brilliant,Heliodoxa branickii,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Black-throated Brilliant,Heliodoxa schreibersii,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Black-breasted Brilliant,Heliodoxa whitelyana,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Gould's Brilliant,Heliodoxa aurescens,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Fawn-breasted Brilliant,Heliodoxa rubinoides,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Green-crowned Brilliant,Heliodoxa jacula,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Empress Brilliant,Heliodoxa imperatrix,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Violet-fronted Brilliant,Heliodoxa leadbeateri,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Heliodoxa schreibersii,NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Brazilian Ruby,Clytolaema rubricauda,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Giant Hummingbird,Patagona gigas,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Golden-crowned Emerald,Chlorostilbon auriceps,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Cozumel Emerald,Chlorostilbon forficatus,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Canivet's Emerald,Chlorostilbon canivetii,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Garden Emerald,Chlorostilbon assimilis,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Red-billed Emerald,Chlorostilbon gibsoni,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Blue-tailed Emerald,Chlorostilbon mellisugus,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Chiribiquete Emerald,Chlorostilbon olivaresi,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Brace's Emerald,Chlorostilbon bracei,R,EX,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Caribbean Emerald,Chlorostilbon elegans,R,EX,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Cuban Emerald,Chlorostilbon ricordii,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Hispaniolan Emerald,Chlorostilbon swainsonii,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Puerto Rican Emerald,Chlorostilbon maugaeus,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Glittering-bellied Emerald,Chlorostilbon lucidus,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Coppery Emerald,Chlorostilbon russatus,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Narrow-tailed Emerald,Chlorostilbon stenurus,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Short-tailed Emerald,Chlorostilbon poortmani,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Blue-chinned Emerald,Chlorostilbon notatus,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Chlorostilbon canivetii,NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Chlorostilbon melanorhynchus,NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Chlorostilbon alice,NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Chlorostilbon poortmani,NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Chlorostilbon mellisugus,NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Dusky Hummingbird,Cynanthus sordidus,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Broad-billed Hummingbird,Cynanthus latirostris,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Turquoise-crowned Hummingbird,Cynanthus doubledayi,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Tres Marias Hummingbird,Cynanthus lawrencei,R,NT,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Cynanthus latirostris,NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Blue-headed Hummingbird,Cyanophaia bicolor,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Violet-headed Hummingbird,Klais guimeti,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Emerald-chinned Hummingbird,Abeillia abeillei,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Antillean Crested Hummingbird,Orthorhyncus cristatus,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Green-crowned Plovercrest,Stephanoxis lalandi,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Violet-crowned Plovercrest,Stephanoxis loddigesii,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Stephanoxis lalandi,NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Sombre Hummingbird,Aphantochroa cirrochloris,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Blossomcrown,Anthocephala floriceps,R,VU,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Scaly-breasted Sabrewing,Campylopterus cuvierii,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Wedge-tailed Sabrewing,Campylopterus curvipennis,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Grey-breasted Sabrewing,Campylopterus largipennis,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Rufous Sabrewing,Campylopterus rufus,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Rufous-breasted Sabrewing,Campylopterus hyperythrus,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Violet Sabrewing,Campylopterus hemileucurus,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,White-tailed Sabrewing,Campylopterus ensipennis,R,NT,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Lazuline Sabrewing,Campylopterus falcatus,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Santa Marta Sabrewing,Campylopterus phainopeplus,R,EN,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Napo Sabrewing,Campylopterus villaviscensio,R,NT,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Buff-breasted Sabrewing,Campylopterus duidae,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Campylopterus curvipennis,NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Campylopterus excellens,NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Swallow-tailed Hummingbird,Eupetomena macroura,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Stripe-tailed Hummingbird,Eupherusa eximia,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Oaxaca Hummingbird,Eupherusa cyanophrys,R,EN,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,White-tailed Hummingbird,Eupherusa poliocerca,R,VU,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Black-bellied Hummingbird,Eupherusa nigriventris,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,White-tailed Emerald,Elvira chionura,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Coppery-headed Emerald,Elvira cupreiceps,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Snowcap,Microchera albocoronata,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,White-vented Plumeleteer,Chalybura buffonii,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Bronze-tailed Plumeleteer,Chalybura urochrysia,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Mexican Woodnymph,Thalurania ridgwayi,R,VU,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Crowned Woodnymph,Thalurania colombica,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Fork-tailed Woodnymph,Thalurania furcata,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Long-tailed Woodnymph,Thalurania watertonii,R,NT,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Violet-capped Woodnymph,Thalurania glaucopis,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Thalurania colombica,NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Thalurania hypochlora,NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Thalurania fannyi,NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Many-spotted Hummingbird,Taphrospilus hypostictus,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,White-throated Hummingbird,Leucochloris albicollis,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Buffy Hummingbird,Leucippus fallax,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Tumbes Hummingbird,Leucippus baeri,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Spot-throated Hummingbird,Leucippus taczanowskii,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Olive-spotted Hummingbird,Leucippus chlorocercus,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,White-bellied Hummingbird,Amazilia chionogaster,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Green-and-white Hummingbird,Amazilia viridicauda,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Rufous-tailed Hummingbird,Amazilia tzacatl,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Chestnut-bellied Hummingbird,Amazilia castaneiventris,R,EN,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Buff-bellied Hummingbird,Amazilia yucatanensis,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Cinnamon Hummingbird,Amazilia rutila,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Amazilia Hummingbird,Amazilia amazilia,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Plain-bellied Emerald,Amazilia leucogaster,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Versicolored Emerald,Amazilia versicolor,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,White-chested Emerald,Amazilia brevirostris,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Andean Emerald,Amazilia franciae,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,White-bellied Emerald,Amazilia candida,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Honduran Emerald,Amazilia luciae,R,EN,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Mangrove Hummingbird,Amazilia boucardi,R,EN,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Blue-chested Hummingbird,Amazilia amabilis,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Charming Hummingbird,Amazilia decora,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Azure-crowned Hummingbird,Amazilia cyanocephala,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Berylline Hummingbird,Amazilia beryllina,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Blue-tailed Hummingbird,Amazilia cyanura,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Steely-vented Hummingbird,Amazilia saucerottei,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Indigo-capped Hummingbird,Amazilia cyanifrons,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Violet-crowned Hummingbird,Amazilia violiceps,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Green-fronted Hummingbird,Amazilia viridifrons,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Cinnamon-sided Hummingbird,Amazilia wagneri,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Glittering-throated Emerald,Amazilia fimbriata,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Sapphire-spangled Emerald,Amazilia lactea,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Spot-vented Emerald,Amazilia bartletti,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Purple-chested Hummingbird,Amazilia rosenbergi,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Snowy-bellied Hummingbird,Amazilia edward,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Green-bellied Hummingbird,Amazilia viridigaster,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Copper-tailed Hummingbird,Amazilia cupreicauda,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Copper-rumped Hummingbird,Amazilia tobaci,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Rufous-throated Hummingbird,Amazilia sapphirina,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Humboldt's Hummingbird,Amazilia humboldtii,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Gray's Hummingbird,Amazilia grayi,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Amazilia viridifrons,NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Amazilia viridigaster,NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Amazilia distans,NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Amazilia handleyi,NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Amazilia tzacatl,NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Amazilia lactea,NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Red-billed Streamertail,Trochilus polytmus,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Black-billed Streamertail,Trochilus scitulus,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Trochilus polytmus,NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Golden-tailed Sapphire,Chrysuronia oenone,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Pirre Hummingbird,Goethalsia bella,R,NT,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Violet-capped Hummingbird,Goldmania violiceps,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Sapphire-throated Hummingbird,Lepidopyga coeruleogularis,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Sapphire-bellied Hummingbird,Lepidopyga lilliae,R,CR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Shining-green Hummingbird,Lepidopyga goudoti,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Violet-bellied Hummingbird,Juliamyia julie,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Blue-throated Goldentail,Hylocharis eliciae,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,White-chinned Sapphire,Hylocharis cyanus,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Gilded Hummingbird,Hylocharis chrysura,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Hylocharis pyropygia,NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Hylocharis grayi,NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Xantus's Hummingbird,Basilinna xantusii,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,White-eared Hummingbird,Basilinna leucotis,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Violet-chested Hummingbird,Sternoclyta cyanopectus,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Scissor-tailed Hummingbird,Hylonympha macrocerca,R,EN,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Magnificent Hummingbird,Eugenes fulgens,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Fiery-throated Hummingbird,Panterpe insignis,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Plain-capped Starthroat,Heliomaster constantii,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Long-billed Starthroat,Heliomaster longirostris,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Stripe-breasted Starthroat,Heliomaster squamosus,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Blue-tufted Starthroat,Heliomaster furcifer,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Green-throated Mountain-gem,Lampornis viridipallens,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Green-breasted Mountain-gem,Lampornis sybillae,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Amethyst-throated Hummingbird,Lampornis amethystinus,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Blue-throated Hummingbird,Lampornis clemenciae,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,White-bellied Mountain-gem,Lampornis hemileucus,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Purple-throated Mountain-gem,Lampornis calolaemus,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Grey-tailed Mountain-gem,Lampornis cinereicauda,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,White-throated Mountain-gem,Lampornis castaneoventris,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Lampornis castaneoventris,NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Lampornis castaneoventris,NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Lampornis cinereicauda,NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Garnet-throated Hummingbird,Lamprolaima rhami,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Purple-collared Woodstar,Myrtis fanny,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Chilean Woodstar,Eulidia yarrellii,R,CR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Oasis Hummingbird,Rhodopis vesper,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Peruvian Sheartail,Thaumastura cora,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,White-bellied Woodstar,Chaetocercus mulsant,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Little Woodstar,Chaetocercus bombus,R,VU,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Gorgeted Woodstar,Chaetocercus heliodor,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Santa Marta Woodstar,Chaetocercus astreans,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Esmeraldas Woodstar,Chaetocercus berlepschi,R,EN,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Rufous-shafted Woodstar,Chaetocercus jourdanii,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Short-tailed Woodstar,Myrmia micrura,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Slender-tailed Woodstar,Microstilbon burmeisteri,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Amethyst Woodstar,Calliphlox amethystina,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Bahama Woodstar,Calliphlox evelynae,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Magenta-throated Woodstar,Calliphlox bryantae,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Purple-throated Woodstar,Calliphlox mitchellii,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Slender Sheartail,Doricha enicura,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Mexican Sheartail,Doricha eliza,R,NT,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Sparkling-tailed Woodstar,Tilmatura dupontii,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Lucifer Hummingbird,Calothorax lucifer,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Beautiful Hummingbird,Calothorax pulcher,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Vervain Hummingbird,Mellisuga minima,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Bee Hummingbird,Mellisuga helenae,R,NT,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Anna's Hummingbird,Calypte anna,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Costa's Hummingbird,Calypte costae,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Black-chinned Hummingbird,Archilochus alexandri,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Ruby-throated Hummingbird,Archilochus colubris,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Broad-tailed Hummingbird,Selasphorus platycercus,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Calliope Hummingbird,Selasphorus calliope,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Rufous Hummingbird,Selasphorus rufus,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Allen's Hummingbird,Selasphorus sasin,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Volcano Hummingbird,Selasphorus flammula,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Scintillant Hummingbird,Selasphorus scintilla,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Glow-throated Hummingbird,Selasphorus ardens,R,EN,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Bumblebee Hummingbird,Atthis heloisa,R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Wine-throated Hummingbird,Atthis ellioti,R,LC,
OPISTHOCOMIFORMES,Opisthocomidae,Hoatzin,Hoatzin,Opisthocomus hoazin,R,LC,
CUCULIFORMES,Cuculidae,Cuckoos,Greater Ani,Crotophaga major,R,LC,
CUCULIFORMES,Cuculidae,Cuckoos,Smooth-billed Ani,Crotophaga ani,R,LC,
CUCULIFORMES,Cuculidae,Cuckoos,Groove-billed Ani,Crotophaga sulcirostris,R,LC,
CUCULIFORMES,Cuculidae,Cuckoos,Guira Cuckoo,Guira guira,R,LC,
CUCULIFORMES,Cuculidae,Cuckoos,Striped Cuckoo,Tapera naevia,R,LC,
CUCULIFORMES,Cuculidae,Cuckoos,Pheasant Cuckoo,Dromococcyx phasianellus,R,LC,
CUCULIFORMES,Cuculidae,Cuckoos,Pavonine Cuckoo,Dromococcyx pavoninus,R,LC,
CUCULIFORMES,Cuculidae,Cuckoos,Lesser Ground-cuckoo,Morococcyx erythropygus,R,LC,
CUCULIFORMES,Cuculidae,Cuckoos,Lesser Roadrunner,Geococcyx velox,R,LC,
CUCULIFORMES,Cuculidae,Cuckoos,Greater Roadrunner,Geococcyx californianus,R,LC,
CUCULIFORMES,Cuculidae,Cuckoos,Rufous-vented Ground-cuckoo,Neomorphus geoffroyi,R,VU,
CUCULIFORMES,Cuculidae,Cuckoos,Banded Ground-cuckoo,Neomorphus radiolosus,R,EN,
CUCULIFORMES,Cuculidae,Cuckoos,Rufous-winged Ground-cuckoo,Neomorphus rufipennis,R,LC,
CUCULIFORMES,Cuculidae,Cuckoos,Red-billed Ground-cuckoo,Neomorphus pucheranii,R,LC,
CUCULIFORMES,Cuculidae,Cuckoos,,Neomorphus geoffroyi,NR,NR,
CUCULIFORMES,Cuculidae,Cuckoos,,Neomorphus squamiger,NR,NR,
CUCULIFORMES,Cuculidae,Cuckoos,Snail-eating Coua,Coua delalandei,R,EX,
