order,family_name,family,common_name,scientific_name,taxonomy,red_list_cat,
STRUTHIONIFORMES,Struthionidae,Ostriches,Common Ostrich,Struthio camelus,R,LC,
STRUTHIONIFORMES,Struthionidae,Ostriches,Somali Ostrich,Struthio molybdophanes,R,VU,
STRUTHIONIFORMES,Struthionidae,Ostriches,,Struthio camelus,NR,NR,
STRUTHIONIFORMES,Rheidae,Rheas,,Pterocnemia tarapacensis,NR,NR,
STRUTHIONIFORMES,Rheidae,Rheas,Greater Rhea,Rhea americana,R,NT,
STRUTHIONIFORMES,Rheidae,Rheas,Lesser Rhea,Rhea pennata,R,LC,
STRUTHIONIFORMES,Rheidae,Rheas,Puna Rhea,Rhea tarapacensis,R,NT,
STRUTHIONIFORMES,Rheidae,Rheas,,Rhea nana,NR,NR,
STRUTHIONIFORMES,Rheidae,Rheas,,Rhea pennata,NR,NR,
STRUTHIONIFORMES,Tinamidae,Tinamous,Tawny-breasted Tinamou,Nothocercus julius,R,LC,
STRUTHIONIFORMES,Tinamidae,Tinamous,Highland Tinamou,Nothocercus bonapartei,R,LC,
STRUTHIONIFORMES,Tinamidae,Tinamous,Hooded Tinamou,Nothocercus nigrocapillus,R,VU,
STRUTHIONIFORMES,Tinamidae,Tinamous,Grey Tinamou,Tinamus tao,R,VU,
STRUTHIONIFORMES,Tinamidae,Tinamous,Solitary Tinamou,Tinamus solitarius,R,NT,
STRUTHIONIFORMES,Tinamidae,Tinamous,Black Tinamou,Tinamus osgoodi,R,VU,
STRUTHIONIFORMES,Tinamidae,Tinamous,Great Tinamou,Tinamus major,R,NT,
STRUTHIONIFORMES,Tinamidae,Tinamous,White-throated Tinamou,Tinamus guttatus,R,NT,
STRUTHIONIFORMES,Tinamidae,Tinamous,Berlepsch's Tinamou,Crypturellus berlepschi,R,LC,
STRUTHIONIFORMES,Tinamidae,Tinamous,Cinereous Tinamou,Crypturellus cinereus,R,LC,
STRUTHIONIFORMES,Tinamidae,Tinamous,Tepui Tinamou,Crypturellus ptaritepui,R,LC,
STRUTHIONIFORMES,Tinamidae,Tinamous,Little Tinamou,Crypturellus soui,R,LC,
STRUTHIONIFORMES,Tinamidae,Tinamous,Brown Tinamou,Crypturellus obsoletus,R,LC,
STRUTHIONIFORMES,Tinamidae,Tinamous,Undulated Tinamou,Crypturellus undulatus,R,LC,
STRUTHIONIFORMES,Tinamidae,Tinamous,Brazilian Tinamou,Crypturellus strigulosus,R,LC,
STRUTHIONIFORMES,Tinamidae,Tinamous,Grey-legged Tinamou,Crypturellus duidae,R,NT,
STRUTHIONIFORMES,Tinamidae,Tinamous,Red-legged Tinamou,Crypturellus erythropus,R,LC,
STRUTHIONIFORMES,Tinamidae,Tinamous,Yellow-legged Tinamou,Crypturellus noctivagus,R,NT,
STRUTHIONIFORMES,Tinamidae,Tinamous,Black-capped Tinamou,Crypturellus atrocapillus,R,NT,
STRUTHIONIFORMES,Tinamidae,Tinamous,Western Thicket Tinamou,Crypturellus occidentalis,R,LC,
STRUTHIONIFORMES,Tinamidae,Tinamous,Eastern Thicket Tinamou,Crypturellus cinnamomeus,R,LC,
STRUTHIONIFORMES,Tinamidae,Tinamous,Pale-browed Tinamou,Crypturellus transfasciatus,R,NT,
STRUTHIONIFORMES,Tinamidae,Tinamous,Slaty-breasted Tinamou,Crypturellus boucardi,R,LC,
STRUTHIONIFORMES,Tinamidae,Tinamous,Choco Tinamou,Crypturellus kerriae,R,VU,
STRUTHIONIFORMES,Tinamidae,Tinamous,Variegated Tinamou,Crypturellus variegatus,R,LC,
STRUTHIONIFORMES,Tinamidae,Tinamous,Rusty Tinamou,Crypturellus brevirostris,R,LC,
STRUTHIONIFORMES,Tinamidae,Tinamous,Bartlett's Tinamou,Crypturellus bartletti,R,LC,
STRUTHIONIFORMES,Tinamidae,Tinamous,Barred Tinamou,Crypturellus casiquiare,R,LC,
STRUTHIONIFORMES,Tinamidae,Tinamous,Small-billed Tinamou,Crypturellus parvirostris,R,LC,
STRUTHIONIFORMES,Tinamidae,Tinamous,Tataupa Tinamou,Crypturellus tataupa,R,LC,
STRUTHIONIFORMES,Tinamidae,Tinamous,,Crypturellus saltuarius,NR,NR,
STRUTHIONIFORMES,Tinamidae,Tinamous,,Crypturellus columbianus,NR,NR,
STRUTHIONIFORMES,Tinamidae,Tinamous,,Crypturellus erythropus,NR,NR,
STRUTHIONIFORMES,Tinamidae,Tinamous,,Crypturellus idoneus,NR,NR,
STRUTHIONIFORMES,Tinamidae,Tinamous,,Crypturellus cinnamomeus,NR,NR,
STRUTHIONIFORMES,Tinamidae,Tinamous,Red-winged Tinamou,Rhynchotus rufescens,R,LC,
STRUTHIONIFORMES,Tinamidae,Tinamous,Huayco Tinamou,Rhynchotus maculicollis,R,LC,
STRUTHIONIFORMES,Tinamidae,Tinamous,,Rhynchotus rufescens,NR,NR,
STRUTHIONIFORMES,Tinamidae,Tinamous,Taczanowski's Tinamou,Nothoprocta taczanowskii,R,VU,
STRUTHIONIFORMES,Tinamidae,Tinamous,Ornate Tinamou,Nothoprocta ornata,R,LC,
STRUTHIONIFORMES,Tinamidae,Tinamous,Chilean Tinamou,Nothoprocta perdicaria,R,LC,
STRUTHIONIFORMES,Tinamidae,Tinamous,Brushland Tinamou,Nothoprocta cinerascens,R,LC,
STRUTHIONIFORMES,Tinamidae,Tinamous,Andean Tinamou,Nothoprocta pentlandii,R,LC,
STRUTHIONIFORMES,Tinamidae,Tinamous,Curve-billed Tinamou,Nothoprocta curvirostris,R,LC,
STRUTHIONIFORMES,Tinamidae,Tinamous,,Nothoprocta kalinowskii,NR,NR,
STRUTHIONIFORMES,Tinamidae,Tinamous,White-bellied Nothura,Nothura boraquira,R,LC,
STRUTHIONIFORMES,Tinamidae,Tinamous,Lesser Nothura,Nothura minor,R,VU,
STRUTHIONIFORMES,Tinamidae,Tinamous,Darwin's Nothura,Nothura darwinii,R,LC,
STRUTHIONIFORMES,Tinamidae,Tinamous,Spotted Nothura,Nothura maculosa,R,LC,
STRUTHIONIFORMES,Tinamidae,Tinamous,Chaco Nothura,Nothura chacoensis,R,LC,
STRUTHIONIFORMES,Tinamidae,Tinamous,Dwarf Tinamou,Taoniscus nanus,R,VU,
STRUTHIONIFORMES,Tinamidae,Tinamous,Elegant Crested Tinamou,Eudromia elegans,R,LC,
STRUTHIONIFORMES,Tinamidae,Tinamous,Quebracho Crested Tinamou,Eudromia formosa,R,LC,
STRUTHIONIFORMES,Tinamidae,Tinamous,Puna Tinamou,Tinamotis pentlandii,R,LC,
STRUTHIONIFORMES,Tinamidae,Tinamous,Patagonian Tinamou,Tinamotis ingoufi,R,LC,
STRUTHIONIFORMES,Casuariidae,"Cassowaries, emus",Southern Cassowary,Casuarius casuarius,R,VU,
STRUTHIONIFORMES,Casuariidae,"Cassowaries, emus",Dwarf Cassowary,Casuarius bennetti,R,NT,
STRUTHIONIFORMES,Casuariidae,"Cassowaries, emus",Northern Cassowary,Casuarius unappendiculatus,R,VU,
STRUTHIONIFORMES,Casuariidae,"Cassowaries, emus",Common Emu,Dromaius novaehollandiae,R,LC,
STRUTHIONIFORMES,Casuariidae,"Cassowaries, emus",King Island Emu,Dromaius minor,R,EX,
STRUTHIONIFORMES,Casuariidae,"Cassowaries, emus",Kangaroo Island Emu,Dromaius baudinianus,R,EX,
STRUTHIONIFORMES,Casuariidae,"Cassowaries, emus",,Dromaius novaehollandiae,NR,NR,
STRUTHIONIFORMES,Apterygidae,Kiwis,Great Spotted Kiwi,Apteryx haastii,R,VU,
STRUTHIONIFORMES,Apterygidae,Kiwis,Little Spotted Kiwi,Apteryx owenii,R,NT,
STRUTHIONIFORMES,Apterygidae,Kiwis,Northern Brown Kiwi,Apteryx mantelli,R,EN,
STRUTHIONIFORMES,Apterygidae,Kiwis,Southern Brown Kiwi,Apteryx australis,R,VU,
STRUTHIONIFORMES,Apterygidae,Kiwis,Okarito Kiwi,Apteryx rowi,R,EN,
STRUTHIONIFORMES,Apterygidae,Kiwis,,Apteryx mantelli,NR,NR,
STRUTHIONIFORMES,Apterygidae,Kiwis,,Apteryx australis,NR,NR,
GALLIFORMES,Megapodiidae,Megapodes,Australian Brush-turkey,Alectura lathami,R,LC,
GALLIFORMES,Megapodiidae,Megapodes,Wattled Brush-turkey,Aepypodius arfakianus,R,LC,
GALLIFORMES,Megapodiidae,Megapodes,Waigeo Brush-turkey,Aepypodius bruijnii,R,EN,
GALLIFORMES,Megapodiidae,Megapodes,Red-billed Brush-turkey,Talegalla cuvieri,R,LC,
GALLIFORMES,Megapodiidae,Megapodes,Black-billed Brush-turkey,Talegalla fuscirostris,R,LC,
GALLIFORMES,Megapodiidae,Megapodes,Collared Brush-turkey,Talegalla jobiensis,R,LC,
GALLIFORMES,Megapodiidae,Megapodes,Malleefowl,Leipoa ocellata,R,VU,
GALLIFORMES,Megapodiidae,Megapodes,Maleo,Macrocephalon maleo,R,EN,
GALLIFORMES,Megapodiidae,Megapodes,Moluccan Scrubfowl,Eulipoa wallacei,R,VU,
GALLIFORMES,Megapodiidae,Megapodes,Nicobar Scrubfowl,Megapodius nicobariensis,R,VU,
GALLIFORMES,Megapodiidae,Megapodes,Philippine Scrubfowl,Megapodius cumingii,R,LC,
GALLIFORMES,Megapodiidae,Megapodes,Sula Scrubfowl,Megapodius bernsteinii,R,VU,
GALLIFORMES,Megapodiidae,Megapodes,Tanimbar Scrubfowl,Megapodius tenimberensis,R,NT,
GALLIFORMES,Megapodiidae,Megapodes,Vanuatu Scrubfowl,Megapodius layardi,R,VU,
GALLIFORMES,Megapodiidae,Megapodes,Micronesian Scrubfowl,Megapodius laperouse,R,EN,
GALLIFORMES,Megapodiidae,Megapodes,Tongan Scrubfowl,Megapodius pritchardii,R,EN,
GALLIFORMES,Megapodiidae,Megapodes,Dusky Scrubfowl,Megapodius freycinet,R,LC,
GALLIFORMES,Megapodiidae,Megapodes,Biak Scrubfowl,Megapodius geelvinkianus,R,VU,
GALLIFORMES,Megapodiidae,Megapodes,New Guinea Scrubfowl,Megapodius decollatus,R,LC,
GALLIFORMES,Megapodiidae,Megapodes,Melanesian Scrubfowl,Megapodius eremita,R,LC,
GALLIFORMES,Megapodiidae,Megapodes,Orange-footed Scrubfowl,Megapodius reinwardt,R,LC,
GALLIFORMES,Megapodiidae,Megapodes,,Megapodius reinwardt,NR,NR,
GALLIFORMES,Megapodiidae,Megapodes,,Megapodius forstenii,NR,NR,
GALLIFORMES,Megapodiidae,Megapodes,,Megapodius freycinet,NR,NR,
GALLIFORMES,Megapodiidae,Megapodes,,Megapodius stairi,NR,NR,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",Black Guan,Chamaepetes unicolor,R,NT,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",Sickle-winged Guan,Chamaepetes goudotii,R,LC,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",Highland Guan,Penelopina nigra,R,VU,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",Band-tailed Guan,Penelope argyrotis,R,LC,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",Bearded Guan,Penelope barbata,R,VU,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",Baudo Guan,Penelope ortoni,R,EN,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",Andean Guan,Penelope montagnii,R,LC,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",Marail Guan,Penelope marail,R,LC,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",Rusty-margined Guan,Penelope superciliaris,R,LC,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",Red-faced Guan,Penelope dabbenei,R,LC,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",Spix's Guan,Penelope jacquacu,R,LC,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",Crested Guan,Penelope purpurascens,R,LC,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",Cauca Guan,Penelope perspicax,R,EN,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",White-winged Guan,Penelope albipennis,R,CR,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",Dusky-legged Guan,Penelope obscura,R,LC,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",White-crested Guan,Penelope pileata,R,VU,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",Chestnut-bellied Guan,Penelope ochrogaster,R,VU,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",White-browed Guan,Penelope jacucaca,R,VU,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",Trinidad Piping-guan,Pipile pipile,R,CR,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",Blue-throated Piping-guan,Pipile cumanensis,R,LC,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",White-throated Piping-guan,Pipile grayi,R,NT,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",Red-throated Piping-guan,Pipile cujubi,R,LC,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",Black-fronted Piping-guan,Pipile jacutinga,R,EN,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",,Pipile cumanensis,NR,NR,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",Wattled Guan,Aburria aburri,R,NT,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",Horned Guan,Oreophasis derbianus,R,EN,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",Plain Chachalaca,Ortalis vetula,R,LC,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",Grey-headed Chachalaca,Ortalis cinereiceps,R,LC,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",Chestnut-winged Chachalaca,Ortalis garrula,R,LC,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",Rufous-vented Chachalaca,Ortalis ruficauda,R,LC,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",Rufous-headed Chachalaca,Ortalis erythroptera,R,VU,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",Rufous-bellied Chachalaca,Ortalis wagleri,R,LC,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",West Mexican Chachalaca,Ortalis poliocephala,R,LC,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",Chaco Chachalaca,Ortalis canicollis,R,LC,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",White-bellied Chachalaca,Ortalis leucogastra,R,LC,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",Colombian Chachalaca,Ortalis columbiana,R,LC,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",Speckled Chachalaca,Ortalis guttata,R,LC,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",East Brazilian Chachalaca,Ortalis araucuan,R,LC,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",Scaled Chachalaca,Ortalis squamata,R,LC,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",Little Chachalaca,Ortalis motmot,R,LC,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",Buff-browed Chachalaca,Ortalis superciliaris,R,LC,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",,Ortalis guttata,NR,NR,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",,Ortalis guttata,NR,NR,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",Nocturnal Curassow,Nothocrax urumutum,R,LC,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",Great Curassow,Crax rubra,R,VU,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",Blue-billed Curassow,Crax alberti,R,CR,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",Yellow-knobbed Curassow,Crax daubentoni,R,NT,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",Black Curassow,Crax alector,R,VU,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",Bare-faced Curassow,Crax fasciolata,R,VU,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",Belem Curassow,Crax pinima,R,CR,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",Wattled Curassow,Crax globulosa,R,EN,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",Red-billed Curassow,Crax blumenbachii,R,EN,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",,Crax fasciolata,NR,NR,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",Crestless Curassow,Mitu tomentosum,R,NT,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",Alagoas Curassow,Mitu mitu,R,EW,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",Razor-billed Curassow,Mitu tuberosum,R,LC,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",Salvin's Curassow,Mitu salvini,R,LC,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",Horned Curassow,Pauxi unicornis,R,CR,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",Sira Curassow,Pauxi koepckeae,R,CR,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",Helmeted Curassow,Pauxi pauxi,R,EN,
GALLIFORMES,Cracidae,"Guans, chachalacas, curassows",,Pauxi unicornis,NR,NR,
GALLIFORMES,Numididae,Guineafowl,Helmeted Guineafowl,Numida meleagris,R,LC,
GALLIFORMES,Numididae,Guineafowl,White-breasted Guineafowl,Agelastes meleagrides,R,VU,
GALLIFORMES,Numididae,Guineafowl,Black Guineafowl,Agelastes niger,R,LC,
GALLIFORMES,Numididae,Guineafowl,Vulturine Guineafowl,Acryllium vulturinum,R,LC,
GALLIFORMES,Numididae,Guineafowl,Plumed Guineafowl,Guttera plumifera,R,LC,
GALLIFORMES,Numididae,Guineafowl,Western Crested Guineafowl,Guttera verreauxi,R,LC,
GALLIFORMES,Numididae,Guineafowl,Eastern Crested Guineafowl,Guttera pucherani,R,LC,
GALLIFORMES,Numididae,Guineafowl,Southern Crested Guineafowl,Guttera edouardi,R,LC,
GALLIFORMES,Numididae,Guineafowl,,Guttera pucherani,NR,NR,
GALLIFORMES,Odontophoridae,New World quails,Stone Partridge,Ptilopachus petrosus,R,LC,
GALLIFORMES,Odontophoridae,New World quails,Nahan's Partridge,Ptilopachus nahani,R,EN,
GALLIFORMES,Odontophoridae,New World quails,Banded Quail,Philortyx fasciatus,R,LC,
GALLIFORMES,Odontophoridae,New World quails,Mountain Quail,Oreortyx pictus,R,LC,
GALLIFORMES,Odontophoridae,New World quails,Northern Bobwhite,Colinus virginianus,R,NT,
GALLIFORMES,Odontophoridae,New World quails,Black-throated Bobwhite,Colinus nigrogularis,R,LC,
GALLIFORMES,Odontophoridae,New World quails,Spot-bellied Bobwhite,Colinus leucopogon,R,LC,
GALLIFORMES,Odontophoridae,New World quails,Crested Bobwhite,Colinus cristatus,R,LC,
GALLIFORMES,Odontophoridae,New World quails,,Colinus ridgwayi,NR,NR,
GALLIFORMES,Odontophoridae,New World quails,,Colinus cristatus,NR,NR,
GALLIFORMES,Odontophoridae,New World quails,Scaled Quail,Callipepla squamata,R,LC,
GALLIFORMES,Odontophoridae,New World quails,Elegant Quail,Callipepla douglasii,R,LC,
GALLIFORMES,Odontophoridae,New World quails,Gambel's Quail,Callipepla gambelii,R,LC,
GALLIFORMES,Odontophoridae,New World quails,California Quail,Callipepla californica,R,LC,
GALLIFORMES,Odontophoridae,New World quails,Bearded Wood-partridge,Dendrortyx barbatus,R,VU,
GALLIFORMES,Odontophoridae,New World quails,Long-tailed Wood-partridge,Dendrortyx macroura,R,LC,
GALLIFORMES,Odontophoridae,New World quails,Buffy-crowned Wood-partridge,Dendrortyx leucophrys,R,LC,
GALLIFORMES,Odontophoridae,New World quails,Marbled Wood-quail,Odontophorus gujanensis,R,NT,
GALLIFORMES,Odontophoridae,New World quails,Spot-winged Wood-quail,Odontophorus capueira,R,LC,
GALLIFORMES,Odontophoridae,New World quails,Black-eared Wood-quail,Odontophorus melanotis,R,LC,
GALLIFORMES,Odontophoridae,New World quails,Rufous-fronted Wood-quail,Odontophorus erythrops,R,LC,
GALLIFORMES,Odontophoridae,New World quails,Black-fronted Wood-quail,Odontophorus atrifrons,R,VU,
GALLIFORMES,Odontophoridae,New World quails,Chestnut Wood-quail,Odontophorus hyperythrus,R,NT,
GALLIFORMES,Odontophoridae,New World quails,Dark-backed Wood-quail,Odontophorus melanonotus,R,VU,
GALLIFORMES,Odontophoridae,New World quails,Rufous-breasted Wood-quail,Odontophorus speciosus,R,NT,
GALLIFORMES,Odontophoridae,New World quails,Tacarcuna Wood-quail,Odontophorus dialeucos,R,VU,
GALLIFORMES,Odontophoridae,New World quails,Gorgeted Wood-quail,Odontophorus strophium,R,EN,
GALLIFORMES,Odontophoridae,New World quails,Venezuelan Wood-quail,Odontophorus columbianus,R,NT,
GALLIFORMES,Odontophoridae,New World quails,Black-breasted Wood-quail,Odontophorus leucolaemus,R,LC,
GALLIFORMES,Odontophoridae,New World quails,Stripe-faced Wood-quail,Odontophorus balliviani,R,LC,
GALLIFORMES,Odontophoridae,New World quails,Starred Wood-quail,Odontophorus stellatus,R,LC,
GALLIFORMES,Odontophoridae,New World quails,Spotted Wood-quail,Odontophorus guttatus,R,LC,
GALLIFORMES,Odontophoridae,New World quails,Tawny-faced Quail,Rhynchortyx cinctus,R,LC,
GALLIFORMES,Odontophoridae,New World quails,Singing Quail,Dactylortyx thoracicus,R,LC,
GALLIFORMES,Odontophoridae,New World quails,Montezuma Quail,Cyrtonyx montezumae,R,LC,
GALLIFORMES,Odontophoridae,New World quails,Spot-breasted Quail,Cyrtonyx sallei,R,NT,
GALLIFORMES,Odontophoridae,New World quails,Ocellated Quail,Cyrtonyx ocellatus,R,VU,
GALLIFORMES,Odontophoridae,New World quails,,Cyrtonyx montezumae,NR,NR,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Udzungwa Forest-partridge,Xenoperdix udzungwensis,R,EN,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",,Xenoperdix obscurata,NR,NR,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Crested Partridge,Rollulus rouloul,R,NT,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Hill Partridge,Arborophila torqueola,R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Rufous-throated Partridge,Arborophila rufogularis,R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",White-cheeked Partridge,Arborophila atrogularis,R,NT,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Taiwan Partridge,Arborophila crudigularis,R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Chestnut-breasted Partridge,Arborophila mandellii,R,VU,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Bar-backed Partridge,Arborophila brunneopectus,R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Sichuan Partridge,Arborophila rufipectus,R,EN,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Collared Partridge,Arborophila gingica,R,NT,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Orange-necked Partridge,Arborophila davidi,R,NT,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Chestnut-headed Partridge,Arborophila cambodiana,R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Malay Partridge,Arborophila campbelli,R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Tan-breasted Partridge,Arborophila rolli,R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Sumatran Partridge,Arborophila sumatrana,R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",White-faced Partridge,Arborophila orientalis,R,VU,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Chestnut-bellied Partridge,Arborophila javanica,R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Red-billed Partridge,Arborophila rubrirostris,R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Bornean Partridge,Arborophila hyperythra,R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Hainan Partridge,Arborophila ardens,R,VU,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Green-legged Partridge,Arborophila chloropus,R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Tonkin Partridge,Arborophila tonkinensis,R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Chestnut-necklaced Partridge,Arborophila charltonii,R,VU,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Sabah Partridge,Arborophila graydoni,R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",,Arborophila merlini,NR,NR,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",,Arborophila orientalis,NR,NR,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",,Arborophila chloropus,NR,NR,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",,Arborophila charltonii,NR,NR,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",,Arborophila chloropus,NR,NR,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Long-billed Partridge,Rhizothera longirostris,R,NT,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Dulit Partridge,Rhizothera dulitensis,R,VU,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",,Rhizothera longirostris,NR,NR,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Black Partridge,Melanoperdix niger,R,VU,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Crimson-headed Partridge,Haematortyx sanguiniceps,R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Ferruginous Partridge,Caloperdix oculeus,R,NT,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Red Spurfowl,Galloperdix spadicea,R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Painted Spurfowl,Galloperdix lunulata,R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Sri Lanka Spurfowl,Galloperdix bicalcarata,R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Congo Peafowl,Afropavo congensis,R,VU,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Indian Peafowl,Pavo cristatus,R,LC,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Green Peafowl,Pavo muticus,R,EN,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Great Argus,Argusianus argus,R,NT,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",,Argusianus bipunctatus,NR,NR,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",,Argusianus argus,NR,NR,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Crested Argus,Rheinardia ocellata,R,NT,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Palawan Peacock-pheasant,Polyplectron napoleonis,R,VU,
GALLIFORMES,Phasianidae,"Pheasants, partridges, turkeys, grouse",Malay Peacock-pheasant,Polyplectron malacense,R,VU,
