Species ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common names (Eng),Red List status,Population trend
187759,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Anampses,neoguinaicus,"Black-banded Wrasse, New Guinea Chisel-tooth Wrasse, New Guinea Tamarin, New Guinea Wrasse",LC,stable
187784,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Anampses,twistii,"Twister wrasse, Yellowbreasted wrasse",LC,stable
187811,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Anampses,viridis,,DD,unknown
187513,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Anchichoerops,natalensis,Natal wrasse,LC,unknown
39302,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SERRANIDAE,Anthias,regalis,,VU,
1615,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SERRANIDAE,Anthias,salmopunctatus,,VU,
165834,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACANTHIDAE,Apolemichthys,arcuatus,"Banded Angelfish, Bandit Angelfish, Black-banded Angel",LC,stable
165822,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACANTHIDAE,Apolemichthys,griffisi,"Griffis Angelfish, Griffis' Angelfish",LC,stable
165869,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACANTHIDAE,Apolemichthys,guezei,Reunion Angelfish,DD,unknown
154809,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACANTHIDAE,Apolemichthys,kingi,Tiger Angelfish,LC,unknown
165835,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACANTHIDAE,Apolemichthys,trimaculatus,"Flagfish, Three Spot Angel, Three-spot Angelfish, Threespot Angelfish, Three Spot Angelfish",LC,stable
165841,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACANTHIDAE,Apolemichthys,xanthopunctatus,"Golden Spotted Angelfish, Goldspotted Angelfish",LC,stable
165853,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACANTHIDAE,Apolemichthys,xanthotis,"Red Sea Angelfish, Yellow-ear Angelfish",LC,stable
165844,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACANTHIDAE,Apolemichthys,xanthurus,"Indian Yellowtail Angelfish, Yellowtail Angelfish",LC,unknown
187491,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Austrolabrus,maculatus,"Black-spotted parrotfish, Black-spotted Parrotfish, Black-spotted wrasse",LC,stable
170355,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCOMBRIDAE,Auxis,rochei,"Bullet Mackerel, Bullet-tuna, Bullet Tuna, Firgate Tuna, Frigate Mackerel, Frigate Tuna, Long Corseletted Frigate Mackerel",LC,stable
170344,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCOMBRIDAE,Auxis,thazard,"Bullet Mackerel, Frigate Mackerel, Frigate-tuna, Frigate Tuna, Leadenall",LC,stable
187404,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,albotaeniatus,Hawaiian hogfish,LC,unknown
187715,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,anthioides,"Lyre-tail hogfish, Lyretail hogfish",LC,unknown
187516,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,axillaris,"Axil hogfish, Axilspot hogfish, Coral hogfish, Panda Hogfish, Polkadot wrasse, Turncoat hogfish",LC,unknown
187619,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,bathycapros,Hawaiian pigfish,LC,unknown
187554,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,bilunulatus,"Blackspot wrasse, Crescent banded hogfish, Hawaiian hogfish, Saddle-back hogfish, Table boss, Tarry hogfish, Tuxedo hogfish",LC,unknown
