Species ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common names (Eng),Red List status,Population trend
56441,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,auriculatus,,LC,stable
56449,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,bakeri,La Hotte Bush Frog,CR,decreasing
56451,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,barlagnei,,EN,stable
56452,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,bartonsmithi,,CR,decreasing
56466,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,blairhedgesi,,CR,decreasing
56473,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,bresslerae,,CR,decreasing
56475,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,brevirostris,"Short-nosed Green Frog, Shortsnout Robber Frog",CR,decreasing
56477,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,brittoni,Grass Coqui,LC,stable
56493,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,caribe,,CR,unknown
29471,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,casparii,,EN,decreasing
7143,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,cavernicola,,CR,unknown
56511,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,chlorophenax,False Green Robber Frog,CR,decreasing
56515,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,cochranae,"Cochran's Treefrog, Whistling Coqui",LC,stable
7149,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,cooki,,VU,unknown
56522,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,coqui,"Common Coqui, Puerto Rican Coqui",LC,stable
56525,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,corona,,CR,decreasing
56527,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,counouspeus,,EN,decreasing
56541,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,cubanus,,CR,decreasing
56543,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,cundalli,Cundall's Robber Frog,NT,decreasing
56544,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,cuneatus,,LC,stable
56547,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,cystignathoides,,LC,stable
56549,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,darlingtoni,,CR,unknown
56556,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,dennisi,,EN,unknown
56561,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,dilatus,,EN,decreasing
56562,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,dimidiatus,,NT,stable
195008,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,diplasius,Patternless Whistling Frog,EN,unknown
56566,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,dixoni,,CR,decreasing
56567,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,dolomedes,,CR,decreasing
56574,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,eileenae,,NT,decreasing
56578,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,emiliae,,EN,decreasing
7150,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,eneidae,"Villalba Robber Frog, Elegant Coqui, Eneida's Coqui",CR,decreasing
56590,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,etheridgei,,EN,stable
56592,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,eunaster,Les Cayes Robber Frog,CR,unknown
56602,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,flavescens,,NT,decreasing
56605,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,fowleri,"Fowler's Robber Frog, Khaki Bromeliad Frog",CR,decreasing
56608,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,furcyensis,"La Selle Red-legged Frog , Furcy Robber Frog",CR,unknown
7144,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,fuscus,,CR,unknown
56616,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,glamyrus,,EN,decreasing
56617,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,glandulifer,Doris' Robber Frog,CR,unknown
56618,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,glanduliferoides,La Visite Robber Frog,CR,decreasing
56620,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,glaphycompus,,EN,decreasing
56621,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,glaucoreius,,NT,decreasing
29472,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,goini,,VU,decreasing
56624,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,gossei,,LC,stable
56625,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,grabhami,,EN,decreasing
56627,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,grahami,,EN,decreasing
56629,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,grandis,,CR,decreasing
56632,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,greyi,,EN,decreasing
56633,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,griphus,,CR,decreasing
56634,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,gryllus,"Cricket Coqui, Cricket Robber Frog, Green Coqui",EN,decreasing
56636,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,guanahacabibes,,EN,decreasing
56637,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,guantanamera,,VU,decreasing
56642,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,gundlachi,,EN,stable
56643,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,guttilatus,Spotted Chirping Frog,LC,unknown
56645,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,haitianus,,EN,decreasing
56648,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,hedricki,"Hedrick's Coqui, Hedrick's Robber Frog, Treehole Coqui",EN,decreasing
56651,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,heminota,"Half-stripe Bromeliad Frog , Shreve's Robber Frog",EN,decreasing
56659,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,hypostenor,Baoruco Burrowing Frog,EN,decreasing
56660,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,iberia,,CR,decreasing
56672,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,inoptatus,,LC,decreasing
56674,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,intermedius,,EN,unknown
56675,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,interorbitalis,,DD,unknown
56677,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,ionthus,,EN,stable
56681,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,jamaicensis,,EN,decreasing
7142,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,jasperi,"Cayey Robber Frog, Golden Coqui, Golden Coqui Frog",CR,decreasing
56682,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,jaumei,,CR,decreasing
56684,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,johnstonei,"Lesser Antillean Whistling Frog, Johnstone's Robber Frog",LC,increasing
135828,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,juanariveroi,,CR,unknown
56688,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,jugans,"La Selle Dusky Frog, Mable's Robber Frog",CR,decreasing
7145,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,junori,,CR,decreasing
7146,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,karlschmidti,"Karl's Robber Frog, Webbed-footed Coqui, Stream Coqui",CR,decreasing
56693,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,klinikowskii,,EN,decreasing
56698,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,lamprotes,Castillon Robber Frog,CR,decreasing
56708,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,leberi,,EN,decreasing
56711,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,lentus,Yellow Mottled Coqui,EN,decreasing
56712,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,leoncei,"Southern Pastel Frog, Hispaniola Robber Frog",CR,unknown
56714,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,leprus,,VU,decreasing
56719,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,limbatus,,VU,stable
56725,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,locustus,"Interior Robber Frog, Locust Coqui",CR,decreasing
56727,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,longipes,,VU,unknown
56730,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,lucioi,,CR,decreasing
56733,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,luteolus,,EN,decreasing
61812,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,maestrensis,,DD,unknown
56742,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,mariposa,,CR,decreasing
56744,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,marnockii,Cliff Chirping Frog,LC,stable
56747,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,martinicensis,Martinique Robber Frog,NT,stable
56749,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,maurus,,DD,unknown
56754,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,melacara,,EN,decreasing
135753,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,michaelschmidi,,EN,unknown
56767,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,minutus,,EN,decreasing
56770,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,modestus,,VU,decreasing
56774,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,monensis,Mona Coqui,VU,stable
56776,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,montanus,,EN,decreasing
56793,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,nitidus,,LC,stable
56794,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,nivicolimae,,VU,stable
56796,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,nortoni,"Spiny Giant Frog, Norton's Robber Frog",CR,decreasing
195011,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,notidodes,Neiba Telegraph Frog,EN,decreasing
56797,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,nubicola,,EN,decreasing
56813,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,orcutti,Arntully Robber Frog,CR,decreasing
56815,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,orientalis,,CR,decreasing
56819,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,oxyrhyncus,Rednose Robber Frog,CR,unknown
56822,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,pallidus,,DD,unknown
56824,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,pantoni,,NT,unknown
56825,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,parabates,Independencia Robber Frog,CR,unknown
195012,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,paralius,Coastal Red-rumped Frog,NT,stable
56827,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,parapelates,Casillon Robber Frog,CR,unknown
56834,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,patriciae,,EN,decreasing
56836,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,paulsoni,Paulson's Robber Frog,CR,decreasing
56842,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,pentasyringos,,VU,decreasing
56851,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,pezopetrus,,CR,decreasing
56858,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,pictissimus,Hispaniolan Yellow-mottled Frog,VU,decreasing
56859,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,pinarensis,,EN,decreasing
56860,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,pinchoni,,EN,decreasing
56862,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,pipilans,,LC,stable
56863,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,pituinus,,EN,decreasing
56864,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,planirostris,Greenhouse Frog,LC,stable
56874,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,poolei,,CR,unknown
56875,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,portoricensis,"Puerto Rican Robber Frog, Upland Coqui",EN,decreasing
7455,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,principalis,,EN,decreasing
56877,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,probolaeus,,EN,decreasing
56909,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,rhodesi,,CR,unknown
56914,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,richmondi,"Richmond's Coqui, Richmond's Robber Frog",CR,decreasing
56915,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,ricordii,,VU,stable
56917,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,riparius,,LC,unknown
56920,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,rivularis,,CR,decreasing
135989,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,rogersi,,DD,unknown
56922,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,ronaldi,,VU,decreasing
56928,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,rubrimaculatus,,VU,decreasing
56930,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,rufescens,Red Peeping Frog,CR,decreasing
56931,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,rufifemoralis,Red-legged Robber Frog,CR,unknown
56938,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,ruthae,,EN,decreasing
56951,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,saxatilis,,EN,decreasing
56952,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,schmidti,Schmidt's Robber Frog,CR,decreasing
56954,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,schwartzi,Virgin Islands Coqui,EN,decreasing
56955,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,sciagraphus,,CR,unknown
7147,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,semipalmatus,Foothill Robber Frog,CR,decreasing
56968,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,simulans,,EN,decreasing
7148,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,sisyphodemus,,CR,decreasing
195014,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,sommeri,,EN,unknown
56988,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,symingtoni,Symington's Robber Frog,CR,decreasing
56989,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,syristes,Piping Peeping Frog,EN,decreasing
56999,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,teretistes,,DD,unknown
57001,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,tetajulia,,CR,decreasing
57003,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,thomasi,,EN,decreasing
57004,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,thorectes,,CR,unknown
57009,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,toa,,EN,decreasing
29470,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,tonyi,,CR,decreasing
57019,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,turquinensis,,CR,decreasing
57023,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,unicolor,"Dull Robber Frog, Dwarf Coqui",VU,stable
57030,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,varians,,VU,decreasing
57031,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,varleyi,,LC,stable
57034,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,ventrilineatus,,CR,unknown
57037,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,verrucipes,,VU,stable
57038,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,verruculatus,,DD,unknown
57052,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,warreni,Warren's Robber Frog,CR,unknown
57053,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,weinlandi,,LC,decreasing
57054,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,wetmorei,Tiburon Whistling Frog,VU,decreasing
57056,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,wightmanae,"Melodius Coqui, Wightman's Robber Frog",EN,decreasing
57065,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,zeus,,EN,decreasing
57069,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,zugi,,EN,decreasing
57247,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LEPTODACTYLIDAE,Engystomops,coloradorum,Colorado Dwarf Frog,DD,unknown
136155,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LEPTODACTYLIDAE,Engystomops,freibergi,,LC,unknown
61833,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LEPTODACTYLIDAE,Engystomops,guayaco,,DD,unknown
57264,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LEPTODACTYLIDAE,Engystomops,montubio,,LC,stable
57270,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LEPTODACTYLIDAE,Engystomops,petersi,Peters' Dwarf Frog,LC,stable
57271,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LEPTODACTYLIDAE,Engystomops,pustulatus,Guayaquil Dwarf Frog,LC,unknown
57272,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LEPTODACTYLIDAE,Engystomops,pustulosus,"Tungara Frog, Túngara Frog",LC,stable
57273,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LEPTODACTYLIDAE,Engystomops,randi,,LC,stable
59260,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Ensatina,eschscholtzii,"Ensatina, Eschscholtz Salamander, Common Ensatina, Eschscholtz's Salamander, Redwood Salamander",LC,decreasing
59639,ANIMALIA,CHORDATA,AMPHIBIA,GYMNOPHIONA,RHINATREMATIDAE,Epicrionops,bicolor,Two-coloured Caecilian,LC,unknown
59640,ANIMALIA,CHORDATA,AMPHIBIA,GYMNOPHIONA,RHINATREMATIDAE,Epicrionops,columbianus,El Tambo Caecilian,DD,unknown
59641,ANIMALIA,CHORDATA,AMPHIBIA,GYMNOPHIONA,RHINATREMATIDAE,Epicrionops,lativittatus,Eastern Caecilian,DD,unknown
59642,ANIMALIA,CHORDATA,AMPHIBIA,GYMNOPHIONA,RHINATREMATIDAE,Epicrionops,marmoratus,Marbled Caecilian,DD,unknown
59643,ANIMALIA,CHORDATA,AMPHIBIA,GYMNOPHIONA,RHINATREMATIDAE,Epicrionops,niger,Black Caecilian,LC,unknown
59644,ANIMALIA,CHORDATA,AMPHIBIA,GYMNOPHIONA,RHINATREMATIDAE,Epicrionops,parkeri,Parker's Caecilian,DD,unknown
59645,ANIMALIA,CHORDATA,AMPHIBIA,GYMNOPHIONA,RHINATREMATIDAE,Epicrionops,peruvianus,Marcapata Valley Caecilian,DD,unknown
59646,ANIMALIA,CHORDATA,AMPHIBIA,GYMNOPHIONA,RHINATREMATIDAE,Epicrionops,petersi,Peters' Caecilian,LC,unknown
54598,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Epidalea,calamita,Natterjack Toad,LC,decreasing
