Species ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Authority,Infraspecific rank,Infraspecific name,Infraspecific authority,Stock/subpopulation,Synonyms,Common names (Eng),Common names (Fre),Common names (Spa),Red List status,Red List criteria,Red List criteria version,Year assessed,Population trend,Petitioned
165705,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,fasciatus,"ForsskÂl, 1775",,,,,Chaetodon flavus  ,"Diagonal Butterflyfish, Diagonal Butterflyfish, Diagonal-lined Butterflyfish, Red Sea Butter Flyfish, Red Sea Raccoon Butterflyfish, Red Sea Racoon Butterflyfish",Papillon rayÈ,,LC,,3.1,2010,stable,N
165688,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,flavirostris,"G¸nther, 1874",,,,,Chaetodon aphrodite  |Chaetodon dorsiocellatus  ,"Black Butterflyfish, Black Butterflyfish, Dusky Butterflyfish",,,LC,,3.1,2010,stable,N
4360,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,flavocoronatus,"Myers, 1980",,,,,,Yellow-crowned Butterflyfish,,,LC,,3.1,2010,stable,N
165662,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,fremblii,"Bennett, 1828",,,,,,"Blue-lined Butterfly, Bluestripe Butterflyfish, Bluestriped Butterflyfish, Bluestriped Butterflyfish",,,LC,,3.1,2010,stable,N
165649,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,gardineri,"Norman, 1939",,,,,Chaetodon gardneri  ,"Gardiner's Butterflyfish, Gardner's Butterflyfish, Gardner's Butterflyfish",,,LC,,3.1,2010,stable,N
165718,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,guentheri,"Ahl, 1923",,,,,Chaetodon g¸ntheri  |Chaetodon punctulatus  ,"Crochet Butterflyfish, Crochet Butterflyfish, Gunther's Butterflyfish, G¸nther's Butterflyfish, G¸nther's Coralfish",,,LC,,3.1,2010,stable,N
165619,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,guttatissimus,"Bennett, 1833",,,,,Choetodon maculatus  ,"Gorgeous Gussy, Peppered Butterflyfish, Peppered Butterflyfish, Spotted Butterflyfish",ChÈtodon mouchetÈ,,LC,,3.1,2010,stable,N
165700,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,hoefleri,"Steindachner, 1881",,,,,,"Four-banded Butterflyfish, Four-banded Butterflyfish, Four-banded Butterfly Fish","Chaetodon, Papillon ‡ quatre bandes, Papillon de mer",Mariposa de cuatro bandas,LC,,3.1,2010,unknown,N
165635,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,humeralis,"G¸nther, 1860",,,,,,"Threeband Butterflyfish, Three-banded Butterflyfish, Threebanded Butterflyfish, Threebanded Butterflyfish",Papillon ‡ trois bandes,"Mariposa, Mariposa de tres bandas, Mariposa moneda, Mariposa muÒeca, MuÒeca",LC,,3.1,2010,stable,N
165684,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,interruptus,"Ahl, 1923",,,,,Chaetodon unimaculatus interruptus  ,"Yellow Teardrop Butterflyfish, Yellow Teardrop Butterflyfish",,,LC,,3.1,2010,stable,N
165628,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,kleinii,"Bloch, 1790",,,,,Anisochaetodon kleinii  |Chaetodon bellulus  |Chaetodon cingulatus  |Chaetodon corallicola  |Chaetodon flavescens  |Chaetodon kleini  |Chaetodon melammystax  |Chaetodon melastomus  |Chaetodon virescens  |Choetodon kleinii  |Tetragonoptrus kleini  ,"Blacklip Butterflyfish, Brown Butterflyfish, Klein's Butterfly, Klein's Butterflyfish, Klein's Butterfly Fish, Klein's Coralfish, Sunburst Butterflyfish, Sunburst Butterflyfish , Whitespotted Butterflyfish, Yellowspot Butterflyfish","ChÈtodon de klein, Papillon jaune",Mariposa de barra penumbre,LC,,3.1,2010,stable,N
165609,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,larvatus,"Cuvier, 1831",,,,,Chaetodon karraf  ,"Blue chevron Butterflyfish, Hooded Butterflyfish, Hooded Butterflyfish, Masked Butterflyfish, Masked Butter Flyfish, Orange-face Buttterflyfish, Red Sea Butterflyfish",Poisson-papillon marquÈ,,LC,,3.1,2010,stable,N
165610,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,leucopleura,"Playfair, 1867",,,,,Chaetodon leucopygus  ,"Somali Butterflyfish, Somali Butterflyfish",,,LC,,3.1,2010,stable,N
165669,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,lineolatus,"Cuvier, 1831",,,,,Anisochaetodon lineolatus  |Chaetodon lieneolatus  |Chaetodon lunatus  |Chaetodon tallii  |Tetragonoptrus lineolatus  ,"Line Butterflyfish, Lined Butterfly, Lined Butterflyfish, Lined Butterflyfish, New-moon Coralfish","ChÈtodon striÈ, Papillon jaune",,LC,,3.1,2010,stable,N
4361,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,litus,"Randall & Caldwell, 1973",,,,,,"Easter Island Butterflyfish, White-tip Butterflyfish",,,LC,,3.1,2010,stable,N
165651,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,lunula,"(LacepËde, 1802)",,,,,Chaetodon biocellatus  |Chaetodon iunula  |Chaetodon luluna  |Chaetodon lunulatus  |Pomacentrus lunula  |Tetragonoptrus biocellatus  |Tetragonoptrus lunula  ,"Halfmoon Butterflyfish, Moon Butterflyfish, Moon Butterfly fish, Raccoon Butterfly, Raccoon Butterflyfish, Raccoon Butterflyfish , Racoon, Racoon Butterflyfish, Racoon Coralfish, Redstriped Butterflyfish","ChÈtodon ‡ croissant, ChÈtodon raton-laveur",Mariposa mapache,LC,,3.1,2010,stable,N
165704,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,lunulatus,"Quoy & Gaimard, 1825",,,,,,"Oval Butterflyfish, Oval Butterflyfish, Pacific Pinstriped Butterflyfish, Redfin Butterflyfish",,,LC,,3.1,2010,decreasing,N
165642,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,madagaskariensis,"Ahl, 1923",,,,,Chaetodon chrysurus  |Chaetodon chrysurus madagaskariensis  |Chaetodon madagascariensis  ,"Indian Ocean Chevron Butterflyfish, Madagascar Butterflyfish, Pearlscale Butterflyfish, Pearly Butterflyfish, Pearscale Butterflyfish, Seychelles Butterflyfish, Seychelles Butterflyfish","ChÈtodon ‡ damiers, ChÈtodon malgache",,LC,,3.1,2010,unknown,N
4362,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,marleyi,"Regan, 1921",,,,,Chaetodon notophthalmus  ,"Doublesash Butterflyfish, Doubledash Butterflyfish, Marley's Butterflyfish",,,LC,,3.1,2010,stable,N
165689,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,melannotus,"Bloch & Schneider, 1801",,,,,Chaetodon abhortani  |Chaetodon dorsalis  |Chaetodon marginatus  |Chaetodon melanotus  |Chaetodon melanotus  |Chaetodon reinwardti  |Tetragonoptrus dorsalis  |Tetragonoptrus melanotus  ,"Black-back Butterflyfish, Blackback Butterflyfish, Blackback Butterflyfish, Black-backed butterflyfish, Blackbacked Butterflyfish, Black-backed Coralfish","ChÈtodon ‡ dos noir, Papillon ‡ dos noir, Pavillon ‡ dos noir",,LC,,3.1,2010,decreasing,N
165724,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,melapterus,"Guichenot, 1863",,,,,Chaetodon melanopterus  |Chaetodon trifasciatus arabica  |Choetodon melapterus  ,"Arabian Butterflyfish, Arabian Butterflyfish, Blackfin Butterflyfish, Black-finned Melon Butterflyfish",,,LC,,3.1,2010,stable,N
165615,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,mertensii,"Cuvier, 1831",,,,,Chaetodon dixoni  |Chaetodon mertensi  ,"Atoll Butterflyfish, Atoll Butterflyfish, Merten's Butterflyfish, Merten's Coralfish, Orangebar Butterflyfish",,,LC,,3.1,2010,stable,N
165618,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,mesoleucos,"ForsskÂl, 1775",,,,,Chaetodon hadjan  |Chaetodon mesoleucor  |Chaetodon mesoleucus  ,"White-face Butterflyfish, White-face Butterflyfish, White Fronted butter flyfish",Poisson papillon ‡ poitrine blanche,,LC,,3.1,2010,unknown,N
165638,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,meyeri,"Bloch & Schneider, 1801",,,,,Holacanthus flavoniger  ,"Maypole Butterflyfish, Meyer's Butterfly, Meyer's Butterflyfish, Meyer's Coralfish, Scrawled Butterflyfish, Scrawled Butterflyfish",ChÈtodon de Meyer,Mariposa de Meyer,LC,,3.1,2010,unknown,N
165721,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,miliaris,"Quoy & Gaimard, 1825",,,,,Chaetodon mantelliger  ,"Lemon butterfly, Lemon Butterflyfish, Millet Butterflyfish, Millet Butterflyfish, Millet-seed Butterflyfish",,,LC,,3.1,2010,stable,N
165666,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,mitratus,"G¸nther, 1860",,,,,Tetragonoptrus mitratus  ,"Indian Butterflyfish, Indian Butterflyfish","ChÈtodon ‡ mitre, ChÈtodon enturbannÈ",,LC,,3.1,2010,stable,N
165655,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,multicinctus,"Garrett, 1863",,,,,,"Multiband Butterflyfish, Pebbled Butterfly, Pebbled Butterflyfish, Pebbled Butterflyfish",,,LC,,3.1,2010,stable,N
165696,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,nigropunctatus,"Sauvage, 1880",,,,,Chaetodon obscurus  ,"Black-spotted Butterflyfish, Dark Butterflyfish, Japanese Butterflyfish, Mystery Butterflyfish",,,LC,,3.1,2010,stable,N
165636,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,nippon,"Steindachner & Dˆderlein, 1883",,,,,Chaetodon carens  |Chaetodon decipiens  ,"Japanese Butterflyfish, Japanese Butterflyfish, Japanese Butterflyfish (FB)",,,LC,,3.1,2010,stable,N
165611,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,ocellatus,"Bloch, 1787",,,,,Chaetodon bimaculatus  |Sarothrodus amplecticollis  |Sarothrodus ataeniatus  |Sarothrodus maculocinctus  ,"Butterbun, Common Butterflyfish, School Mistress, Spotfin Butterflyfish, Spotfin Butterflyfish, Two-spotted Butterflyfish",,"Isabelita amarilla, Isabelita de lo alto, Mariposa, Mariposa perla amarilla, Parche ocelado amarillo",LC,,3.1,2010,stable,N
165676,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,ocellicaudus,"Cuvier, 1831",,,,,,"Spot-tail Butterflyfish, Spot-tail Butterflyfish, Spot-tail Butterfly Fish, Spot-tail Coralfish, Tail-spot Butterflyfish",,,DD,,3.1,2010,unknown,N
165623,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,octofasciatus,"Bloch, 1787",,,,,Cahetodon octofasciatus  |Chaetodon octolineatus  ,"Eightband Butterflyfish, Eightband Butterflyfish, Eight-banded Butterflyfish, Eight Banded Butterflyfish, Eight-banded coralfish, Eight-striped Butterflyfish, Eight Striped Butterflyfish",,,LC,,3.1,2010,unknown,N
165641,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,ornatissimus,"Cuvier, 1831",,,,,Chaetodon lydiae  |Chaetodon ornatissimus kaupi  |Chaetodon ornatus  ,"Clown Butterflyfish, Ornate Butterfly, Ornate Butterflyfish, Ornate Butterflyfish, Ornate Coralfish",,,LC,,3.1,2010,unknown,N
165664,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,oxycephalus,"Bleeker, 1853",,,,,,"Pig-face Butterflyfish, Spot-nape Butterflyfish, Spot-nape Butterflyfish",,,LC,,3.1,2010,stable,N
165625,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,paucifasciatus,"Ahl, 1923",,,,,Chaetodon chrysurus paucifasciatus  ,"Crown Butterflyfish, Eritrean Butterflyfish, Eritrean Butterflyfish, Red Sea Chevron Butterflyfish",,,LC,,3.1,2010,stable,N
165653,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,pelewensis,"Kner, 1868",,,,,Chaetodon germanus  |Chaetodon pelewensis germanus  ,"Dot and dash Butterflyfish, Dot-and-dash Butterflyfish, Dot-and-dash Coralfish, Sunset Butterflyfish, Sunset Butterflyfish",,,LC,,3.1,2010,stable,N
165647,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,pictus,"ForsskÂl, 1775",,,,,,,,,LC,,3.1,2010,unknown,N
165657,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,plebeius,"Cuvier, 1831",,,,,Chaetodon cordiformis  |Chaetodon plebelus  |Megaprotodon maculiceps  |Megaprotodon plebeius  ,"Blueblotch Butterflyfish, Blueblotch Butterflyfish, Blue-dash Butterflyfish, Blue-spot Butterflyfish, Bluespot Butterflyfish, Coral Butterflyfish, Two-spot Coralfish",ChÈtodon ‡ deux taches,,LC,,3.1,2010,decreasing,N
165632,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,punctatofasciatus,"Cuvier, 1831",,,,,Chaetodon punctatolineatus  |Chaetodon punctofasciatus  ,"Dot and dash Butterflyfish, Sevenband Butterflyfish, Spot band Butterflyfish, Spotband Butterflyfish, Spotband Butterflyfish, Spot banded Butterflyfish, Spot-banded Butterflyfish, Spots-and-bands Coralfish, Spotted Belly Butterflyfish",,,LC,,3.1,2010,stable,N
165678,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,quadrimaculatus,"Gray, 1831",,,,,Chaetodon quadromaculatus  ,"Four-spot butterfly, Fourspot Butterflyfish, Fourspot Butterflyfish, Neonbanded Butterflyfish",,,LC,,3.1,2010,stable,N
165680,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,rafflesii,"Anonymous [Bennett], 1830",,,,,Chaetodon dahli  |Chaetodon princeps  |Chaetodon rafflesi  |Chaetodon sebae  ,"Latticed Butterflyfish, Latticed Butterflyfish, Latticed Coralfish, Raffle's Butterflyfish",,,LC,,3.1,2010,stable,N
165717,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,rainfordi,"McCulloch, 1923",,,,,,"Rainford's Butterflyfish, Rainford's Butterflyfish, Rainford's Coralfish",,,NT,,3.1,2010,decreasing,N
165713,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,reticulatus,"Cuvier, 1831",,,,,Chaetodon superbus  |Chaetodon superbus  ,"Black Butterflyfish, Mailed Butterflyfish, Mailed Butterflyfish, Mailed Coralfish, Reticulate Butterflyfish, Reticulated Butterfly, Reticulated Butterflyfish",,,DD,,3.1,2010,stable,N
4364,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,robustus,"G¸nther, 1860",,,,,Chaetodon luciae  ,Three-banded Butterflyfish,,,LC,,3.1,2010,stable,N
165715,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,sanctaehelenae,"G¸nther, 1868",,,,,Chaetodon sanctaehelena uniformis  ,"Cunningfish, Saint Helena Butterflyfish, Saint Helena Butterflyfish, St. Helena Butterflyfish",,,LC,,3.1,2010,stable,N
155220,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,sedentarius,"Poey, 1860",,,,,Chaetodon gracilis  ,"Reef Butterflyfish, School Mistress, Least Butterflyfish, Butterbun, Katy",,"Isabelita Negra, Mariposa, Mariposa Parche, Parche Mariposa",LC,,3.1,2010,stable,N
165643,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,selene,"Bleeker, 1853",,,,,,"Moon Coralfish, Yellow-dotted Butterflyfish, Yellow-dotted Butterflyfish, Yellowdotted Butterflyfish",,,LC,,3.1,2010,unknown,N
165725,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,semeion,"Bleeker, 1855",,,,,Chaetodon decoratus  ,"Decorated Butterflyfish, Dotted Butterflyfish, Dotted Butterflyfish, Dotted coralfish, Golden Butterflyfish",,,LC,,3.1,2010,stable,N
165670,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,semilarvatus,"Cuvier, 1831",,,,,Chaetodon melanopoma  ,"Addis Butterflyfish, Bluecheek Butterflyfish, Bluecheek Butterflyfish, Golden Butterflyfish, Redlined Butterflyfish, Yellow Butterflyfish",Chaetodon ‡ demi masquË,,LC,,3.1,2010,stable,N
165675,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,smithi,"Randall, 1975",,,,,Chaetodon hemichrysus  ,"Smith's Butterflyfish, Smith's Butterflyfish",,,LC,,3.1,2010,stable,N
165694,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,speculum,"Cuvier, 1831",,,,,Chaetodon ocellifer  |Chaetodon spilopleura  ,"Mirror Butterflyfish, Mirror Butterflyfish, Onespot Butterflyfish, Oval-spot Butterflyfish, Ovalspot Butterflyfish, Ovalspot Coralfish, Oval-spotted Coralfish",,,LC,,3.1,2010,unknown,N
165637,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,striatus,"Linnaeus, 1758",,,,,Anisochaetodon trivirgatus  |Chaetodon consuelae  |Chaetodon striatus albipinnis  |Chaetodon striatus dorsimacula  ,"Banded Butterflyfish, Banded Butterflyfish, Banded Mariposa, Butterbun, Butterflyfish, Portugese Butterfly, School Mistress",Demoiselle,"Isabelita rayada, Mariposa, Maripose, Maripsoa rayada, Parche, Parche rayado",LC,,3.1,2010,stable,N
165698,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,tinkeri,"Schultz, 1951",,,,,,"Hawaiian Butterflyfish, Hawaiian Butterflyfish, Tinker's Butterfly, Tinker's Butterflyfish",,,LC,,3.1,2010,stable,N
165624,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,triangulum,"Cuvier, 1831",,,,,,"Herringbone Butterflyfish, Triangle Butterflyfish, Triangle Butterflyfish, Triangular Butterflyfish",ChÈtodon ‡ chevrons,,LC,,3.1,2010,stable,N
165679,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,trichrous,"G¸nther, 1874",,,,,,"Tahitian Butterflyfish, Tahiti Butterflyfish, Tahiti Butterflyfish",,,LC,,3.1,2010,stable,N
165687,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,tricinctus,"Waite, 1901",,,,,,"Three-striped Butterflyfish, Three-striped Butterflyfish",,,LC,,3.1,2010,unknown,N
165712,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,trifascialis,"Quoy & Gaimard, 1825",,,,,Chaetodon bifascialis  |Chaetodon leachii  |Chaetodon striangulus  |Chaetodon strigangulus  |Chaetodon strigangulus  |Chaetodon tearlachi  |Chaetodon triangularis  |Eteira taunayi  |Megaprotodon strigangulus  |Megaprotodon trifascialis  ,"Acropora Butterfly, Chevron Butterflyfish, Chevron Butterflyfish, Chevroned Butterflyfish, Rightangle Butterflyfish, Triangulate Butterflyfish, V-lined Butterflyfish",,,NT,,3.1,2010,decreasing,N
165673,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,trifasciatus,"Park, 1797",,,,,Chaetodon bellus  |Chaetodon layardi  |Chaetodon ovalis  |Chaetodon pepek  |Chaetodon taunigrum  |Chaetodon trifasciatus caudifasciatus  |Chaetodon trifasciatus trifasciatus  |Chaetodon vittatus  |Choetodon trifasciatus  |Tetragonoptrus trifasciatus  |Tetragonoptrus vittatus  ,"Lineated Butterflyfish, Melon Butterflyfish, Melon Butterflyfish, Pinstriped Butterflyfish, Purple Butterflyfish, Rainbow Butterflyfish, Redfin Butterflyfish, Redfin Butterfly Fish, Three-banded Butterfly, Three banded coralfish, Three-banded Coralfish","ChÈtodon ‡ nageoire rouge orange, ChÈtodon ‡ trois-bandes, Papillon",,LC,,3.1,2010,unknown,N
165665,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,ulietensis,"Cuvier, 1831",,,,,Chaetodon aurora  |Chaetodon ulientensis  |Chaetodon ulietensis confluens  ,"Pacific Double-saddle Butterflyfish, Pacific Double-saddle Butterflyfish, Pacific Doublesaddle Butterflyfish, Pacific Double-saddled Butterflyfish, Pacific Doublesaddled Coralfish, Saddleback Butterfly, Sickle Butterflyfish",,,LC,,3.1,2010,stable,N
165714,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,unimaculatus,"Bloch, 1787",,,,,Chaetodon sphenospilus  ,"Limespot Butterflyfish, One-spot Butterfly, Onespot Butterflyfish, Teardrop Butterflyfish, Teardrop Butterflyfish, Teardrop Butterfly Fish, Teardrop Coralfish",ChÈtodon ocellÈ,,LC,,3.1,2010,stable,N
165630,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,vagabundus,"Linnaeus, 1758",,,,,Chaetodon mesogallicus  |Chaetodon nesogallicus  |Chaetodon pictus  |Chaetodon setifer hawaiiensis  |Chaetodon vagabundus pictus  |Tetragonoptrus nesogallicus  |Tetragonoptrus vagabundus  ,"Butterfly fish, Criss-cross Butterflyfish, Crisscross Butterflyfish, Vagabond Butterflyfish, Vagabond Butterflyfish, Vagabond Coralfish, Vagabond's Butterflyfish","ChÈtodon ‡ vagabond, Poisson papillon vagabond",,LC,,3.1,2010,stable,N
165685,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,wiebeli,"Kaup, 1863",,,,,Chaetodon bellamaris  |Chaetodon collare knerii  |Chaetodon frenatus  |Chaetodon weibeli  ,"Butterflyfish, Hongkong Butterflyfish, Hongkong Butterflyfish, Panda Butterflyfish",,,LC,,3.1,2010,stable,N
165671,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,xanthocephalus,"Bennett, 1833",,,,,Chaetodon auromarginatus  |Chaetodon dayi  |Chaetodon nigripinnatus  |Chaetodon nigripinnis  |Chaetodon xanthoicephalus  |Chelmo pulcher  |Choetodon nigripinnatus  |Tetragonoptrus pulcher  ,"Goldheaded Butterflyfish, Goldring Butterflyfish, Yellow-head Butterflyfish, Yellowhead Butterflyfish, Yellowhead Butterflyfish","ChÈtodon ‡ tete jaune, Papillon ‡ tÍte jaune",,LC,,3.1,2010,unknown,N
165656,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,xanthurus,"Bleeker, 1857",,,,,,"Cross-hatch Butterflyfish, Crosshatch Butterflyfish, Netted Butterflyfish, Orange Butterflyfish, Pearlscale Butterflyfish, Pearlscale Butterflyfish, Philippine Chevron Butterflyfish, Yellow-tail Butterflyfish, Yellowtail Butterflyfish",,,LC,,3.1,2010,stable,N
165612,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,zanzibarensis,"Playfair, 1867",,,,,Chaetodon zanzibariensis  ,"Zanzibar Butterflyfish, Zanzibar Butterflyfish",Papillon de Zanzibar,,LC,,3.1,2010,stable,N
165847,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACANTHIDAE,Chaetodontoplus,ballinae,"Whitley, 1959",,,,,,Ballina Angelfish,,,LC,,3.1,2010,unknown,N
165894,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACANTHIDAE,Chaetodontoplus,caeruleopunctatus,"Yasuda & Tominaga, 1976",,,,,,"Bluespotted Angelfish, Blue-spotted Angelfish",,,DD,,3.1,2010,unknown,N
165826,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACANTHIDAE,Chaetodontoplus,chrysocephalus,"(Bleeker, 1855)",,,,,Holacanthus chrysocephalus,"Orangeface Angelfish, Blue Vermiculate Angelfish, Orange-faced Angelfish",,,LC,,3.1,2010,unknown,N
165870,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACANTHIDAE,Chaetodontoplus,conspicillatus,"(Waite, 1900)",,,,,Holacanthus conspicillatus  ,Conspicuous Angelfish,,,LC,,3.1,2010,stable,N
165863,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACANTHIDAE,Chaetodontoplus,dimidiatus,"(Bleeker, 1860)",,,,,Holacanthus dimidiatus  ,Velvet Angelfish,,,LC,,3.1,2010,stable,N
165857,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACANTHIDAE,Chaetodontoplus,duboulayi,"(G¸nther, 1867)",,,,,Holacanthus duboulayi  ,Scribbled Angelfish,,,LC,,3.1,2010,stable,N
165850,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACANTHIDAE,Chaetodontoplus,melanosoma,"(Bleeker, 1853)",,,,,Holacanthus melanosoma  ,"Black-velvet Angelfish, Black Velvet Angelfish, Blackvelvet Angelfish, Brown Angelfish, Phantom Angelfish",,,LC,,3.1,2010,stable,N
