Species ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common names (Eng),Red List status,Population trend
7014,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Echiothrix,leucura,"Northern Sulawesi Echiothrix, Sulawesi Spiny Rat",EN,decreasing
7015,ANIMALIA,CHORDATA,MAMMALIA,PERAMELEMORPHIA,PERAMELIDAE,Echymipera,clara,"Clara's Echymipera, White-lipped Bandicoot, Clara Bandicoot",LC,unknown
7017,ANIMALIA,CHORDATA,MAMMALIA,PERAMELEMORPHIA,PERAMELIDAE,Echymipera,davidi,David's Echymipera,EN,unknown
7016,ANIMALIA,CHORDATA,MAMMALIA,PERAMELEMORPHIA,PERAMELIDAE,Echymipera,echinista,"Menzies' Echymipera, Fly River Bandicoot",DD,unknown
7018,ANIMALIA,CHORDATA,MAMMALIA,PERAMELEMORPHIA,PERAMELIDAE,Echymipera,kalubu,"Common Echymipera, Kalubu Echymipera",LC,stable
7019,ANIMALIA,CHORDATA,MAMMALIA,PERAMELEMORPHIA,PERAMELIDAE,Echymipera,rufescens,Long-nosed Echymipera,LC,decreasing
7030,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Ectophylla,alba,"Honduran White Bat, White Bat",NT,decreasing
7083,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Eidolon,dupreanum,Madagascan Fruit Bat,VU,decreasing
7084,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Eidolon,helvum,"African Straw-coloured Fruit-bat, Pale Xantharpy, Staw-coloured Flying Fox, Straw-coloured Fruit Bat",NT,decreasing
41644,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Eira,barbara,"Tayra, Greyheaded Tayra",LC,decreasing
7112,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Elaphodus,cephalophus,Tufted Deer,NT,decreasing
7121,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Elaphurus,davidianus,"Père David's Deer, Pere David's Deer",EW,increasing
42658,ANIMALIA,CHORDATA,MAMMALIA,MACROSCELIDEA,MACROSCELIDIDAE,Elephantulus,brachyrhynchus,"Short-snouted Sengi, Short-snouted Elephant-shrew",LC,unknown
7136,ANIMALIA,CHORDATA,MAMMALIA,MACROSCELIDEA,MACROSCELIDIDAE,Elephantulus,edwardii,"Cape Rock Sengi, Cape Rock Elephant-shrew",LC,unknown
42659,ANIMALIA,CHORDATA,MAMMALIA,MACROSCELIDEA,MACROSCELIDIDAE,Elephantulus,fuscipes,"Dusky-footed Sengi, Dusky-footed Elephant-shrew",DD,unknown
42660,ANIMALIA,CHORDATA,MAMMALIA,MACROSCELIDEA,MACROSCELIDIDAE,Elephantulus,fuscus,"Dusky Sengi, Dusky Elephant-shrew",DD,unknown
42661,ANIMALIA,CHORDATA,MAMMALIA,MACROSCELIDEA,MACROSCELIDIDAE,Elephantulus,intufi,"Bushveld Sengi, Bushveld Elephant-shrew",LC,stable
42662,ANIMALIA,CHORDATA,MAMMALIA,MACROSCELIDEA,MACROSCELIDIDAE,Elephantulus,myurus,"Eastern Rock Sengi, Eastern Elephant-shrew",LC,stable
165924,ANIMALIA,CHORDATA,MAMMALIA,MACROSCELIDEA,MACROSCELIDIDAE,Elephantulus,pilicaudus,"Karoo Rock Sengi, Karoo Rock Elephant-shrew",DD,unknown
7137,ANIMALIA,CHORDATA,MAMMALIA,MACROSCELIDEA,MACROSCELIDIDAE,Elephantulus,revoilii,"Somali Sengi, Somali Elephant-shrew",DD,unknown
42663,ANIMALIA,CHORDATA,MAMMALIA,MACROSCELIDEA,MACROSCELIDIDAE,Elephantulus,rozeti,"North African Sengi, North African Elephant-shrew",LC,unknown
42664,ANIMALIA,CHORDATA,MAMMALIA,MACROSCELIDEA,MACROSCELIDIDAE,Elephantulus,rufescens,"Rufous Sengi, Rufous Elephant-shrew",LC,stable
7138,ANIMALIA,CHORDATA,MAMMALIA,MACROSCELIDEA,MACROSCELIDIDAE,Elephantulus,rupestris,"Western Rock Sengi, Western Rock Elephant-shrew",LC,unknown
7140,ANIMALIA,CHORDATA,MAMMALIA,PROBOSCIDEA,ELEPHANTIDAE,Elephas,maximus,"Asian Elephant, Indian Elephant",EN,decreasing
7577,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Eligmodontia,moreni,Monte Gerbil Mouse,LC,stable
7578,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Eligmodontia,morgani,Morgan's Gerbil Mouse,LC,stable
7579,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Eligmodontia,puerulus,Andean Gerbil Mouse,LC,stable
7580,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Eligmodontia,typus,"Eastern Patagonian Laucha, Highland Gerbil Mouse",LC,stable
7619,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,GLIRIDAE,Eliomys,melanurus,Asian Garden Dormouse,LC,unknown
136469,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,GLIRIDAE,Eliomys,munbyanus,,LC,stable
7618,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,GLIRIDAE,Eliomys,quercinus,Garden Dormouse,NT,decreasing
136544,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,NESOMYIDAE,Eliurus,antsingy,Tsingy Tuft-tailed Rat,DD,unknown
136251,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,NESOMYIDAE,Eliurus,danieli,Daniel's Tuft-tailed Rat,DD,unknown
136325,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,NESOMYIDAE,Eliurus,ellermani,Ellerman's Tuft-tailed Rat,DD,unknown
29460,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,NESOMYIDAE,Eliurus,grandidieri,Grandidier's Tuft-tailed Rat,LC,unknown
7622,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,NESOMYIDAE,Eliurus,majori,Major's Tufted-tailed Rat,LC,unknown
7621,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,NESOMYIDAE,Eliurus,minor,Lesser Tufted-tailed Rat,LC,unknown
7623,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,NESOMYIDAE,Eliurus,myoxinus,"Western Tuft-tailed Rat, Dormouse Tufted-tailed Rat",LC,unknown
7624,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,NESOMYIDAE,Eliurus,penicillatus,"White-tipped Tuft-tailed Rat, White-tipped Tufted-tailed Rat",EN,unknown
136316,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,NESOMYIDAE,Eliurus,petteri,Petter's Tuft-tailed Rat,VU,unknown
7625,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,NESOMYIDAE,Eliurus,tanala,"Tanala Tuft-tailed Rat, Tanala Tufted-tailed Rat",LC,unknown
7626,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,NESOMYIDAE,Eliurus,webbi,"Webb's Tuft-tailed Rat, Webb's Tufted-tailed Rat",LC,unknown
7653,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Ellobius,alaicus,Alai Mole Vole,DD,unknown
7654,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Ellobius,fuscocapillus,"Afghan Mole-vole, Quetta Mole-vole, Southern Mole Vole",LC,unknown
7655,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Ellobius,lutescens,"Transcaucasian Mole Vole, Mountain Mole Vole",LC,unknown
7656,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Ellobius,talpinus,Northern Mole Vole,LC,decreasing
7657,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Ellobius,tancrei,Zaisan Mole Vole,LC,unknown
7670,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Emballonura,alecto,"Small Asian Sheath-tailed Bat, Philippine Sheath-tailed Bat",LC,decreasing
7671,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Emballonura,atrata,"Peter's Sheath-tailed Bat, Peters's Sheath-tailed Bat",LC,unknown
7672,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Emballonura,beccarii,Beccari's Sheath-tailed Bat,LC,unknown
7673,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Emballonura,dianae,Large-eared Sheath-tailed Bat,LC,unknown
7667,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Emballonura,furax,"New Guinea Sheath-tailed Bat, Greater Sheath-tailed Bat",DD,unknown
7674,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Emballonura,monticola,Lesser Sheath-tailed Bat,LC,decreasing
7668,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Emballonura,raffrayana,Raffray's Sheath-tailed Bat,LC,unknown
7669,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Emballonura,semicaudata,"Pacific Sheath-tailed Bat, Polynesian Sheath-tailed Bat",EN,decreasing
41528,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Emballonura,serii,"Seri's Sheath-tailed Bat, Seri's Sheathtail-bat",LC,unknown
136835,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Emballonura,tiavato,Western Sheath-tailed Bat,LC,unknown
2130,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Enchisthenes,hartii,Velvety Fruit-eating Bat,LC,unknown
7750,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Enhydra,lutris,Sea Otter,EN,decreasing
7781,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Eoglaucomys,fimbriatus,Small Kashmir Flying Squirrel,LC,unknown
7782,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Eolagurus,luteus,Yellow Steppe Lemming,LC,unknown
7783,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Eolagurus,przewalskii,Przewalski's Steppe Lemming,LC,unknown
7786,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Eonycteris,major,Greater Dawn Bat,DD,unknown
136768,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Eonycteris,robusta,"Philippine Dawn Bat, Philippine Nectar Bat",NT,decreasing
7787,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Eonycteris,spelaea,"Dawn Bat, Common Dawn Bat, Common Nectar Bat, Lesser Dawn Bat",LC,unknown
14118,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SPALACIDAE,Eospalax,fontanierii,"Chinese Zokor, Plateau Zokor",LC,unknown
14121,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SPALACIDAE,Eospalax,rothschildi,Rothschild's Zokor,LC,unknown
14122,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SPALACIDAE,Eospalax,smithii,Smith's Zokor,LC,unknown
136507,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Eothenomys,cachinus,"Kachin Red-backed Vole, Kachin Chinese Vole",LC,unknown
7797,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Eothenomys,chinensis,"Sichuan Red-backed Vole, Sichuan Chinese Vole, Pratt's Vole, Pratt's Oriental Vole",LC,unknown
7798,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Eothenomys,custos,"Southwest China Red-backed Vole, Southwest China Vole",LC,unknown
7801,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Eothenomys,melanogaster,"Pére David's Vole, Père David's Vole",LC,stable
136275,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Eothenomys,miletus,"Yunnan Red-backed Vole, Yunnan Chinese Vole, Large Oriental Vole",LC,unknown
7802,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Eothenomys,olitor,"Black-eared Red-backed Vole, Black-eared Chinese Vole, Chaotung Vole",LC,unknown
7803,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Eothenomys,proditor,"Yulongxuen Red-backed Vole, Yulong Chinese Vole, Yulongxuen Chinese Vole, Yulungshan Vole",LC,unknown
136196,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Eothenomys,wardi,"Ward's Red-backed Vole, Ward's Oriental Vole, Ward's Chinese Vole",NT,unknown
7806,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,DIPODIDAE,Eozapus,setchuanus,Chinese Jumping Mouse,LC,unknown
41428,ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Episoriculus,caudatus,Hodgson's Brown-toothed Shrew,LC,unknown
41429,ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Episoriculus,fumidus,"Taiwan Brown-toothed Shrew, Taiwanese Red-toothed Shrew",LC,unknown
41432,ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Episoriculus,leucops,Long-tailed Brown-toothed Shrew,LC,unknown
41433,ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Episoriculus,macrurus,"Arboreal Brown-toothed Shrew, Long-tailed Mountain Shrew",LC,unknown
7899,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Epixerus,ebii,"Western Palm Squirrel, Ebian's Palm Squirrel, Temminck's Giant Squirrel",LC,unknown
7901,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Epomophorus,angolensis,Angolan Epauletted Fruit Bat,NT,decreasing
136351,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Epomophorus,anselli,,DD,unknown
44697,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Epomophorus,crypturus,"Peters's Epauletted Fruit Bat, Smaller Epauletted fruit bat",LC,unknown
7903,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Epomophorus,gambianus,Gambian Epauletted Fruit Bat,LC,unknown
7902,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Epomophorus,grandis,Lesser Angolan Epauletted Fruit Bat,DD,unknown
7904,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Epomophorus,labiatus,Ethiopian Epauletted Fruit Bat,LC,stable
7905,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Epomophorus,minimus,East African Epauletted Fruit Bat,LC,stable
7906,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Epomophorus,wahlbergi,Wahlberg's Epauletted Fruit Bat,LC,stable
7907,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Epomops,buettikoferi,Buettikofer's Epauletted Fruit Bat,LC,decreasing
7908,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Epomops,dobsonii,Dobson's Fruit Bat,LC,stable
7909,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Epomops,franqueti,Franquet's Epauletted Fruit Bat,LC,stable
7912,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,andinus,Little Black Serotinelittle Black Serotine,LC,unknown
7914,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,bobrinskoi,Bobrinski's Serotine,LC,unknown
7915,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,bottae,"Botta's Serotine, BOTTA'S SEROTINE",LC,unknown
7916,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,brasiliensis,Brazilian Brown Bat,LC,unknown
136524,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,chiriquinus,Chiriquinan Serotine,LC,unknown
7922,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,diminutus,Diminutive Serotine,DD,unknown
7921,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,dimissus,Surat Serotine,DD,unknown
7926,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,floweri,Horn-skinned Bat,LC,stable
7927,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,furinalis,"Argentine Brown Bat, Argentinian Brown Bat",LC,unknown
7928,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,fuscus,Big Brown Bat,LC,increasing
41531,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,gobiensis,Gobi Big Brown Bat,LC,unknown
7929,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,guadeloupensis,"Guadeloupean Big Brown Bat, Guadeloupe Big Brown Bat",VU,unknown
7931,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,hottentotus,"Hottentot bat, Hottentot Serotine Bat, Long-tailed Greater Serotine Bat, Long-tailed House Bat, Long-tailed Serotine Bat",LC,unknown
7932,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,innoxius,Harmles Serotine,NT,unknown
136823,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,japonensis,Japanese Short-tailed Bat,EN,decreasing
7933,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,kobayashii,Kobayashi's Serotine,DD,unknown
136820,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,malagasyensis,Isalo Serotine,EN,unknown
40033,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,matroka,Malagasy Serotine,LC,unknown
7935,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,nasutus,"Sind Serotine Bat, Sind Bat",LC,unknown
7910,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,nilssonii,Northern Bat,LC,stable
7936,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,pachyotis,Thick-eared Bat,LC,unknown
7937,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,platyops,Lagos Serotine,DD,unknown
7911,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,serotinus,Serotine,LC,unknown
7942,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,tatei,Sombre Bat,DD,unknown
7949,ANIMALIA,CHORDATA,MAMMALIA,PERISSODACTYLA,EQUIDAE,Equus,africanus,"African Wild Ass, Ass, African Ass",CR,decreasing
41763,ANIMALIA,CHORDATA,MAMMALIA,PERISSODACTYLA,EQUIDAE,Equus,ferus,"Przewalski's Horse, Asian Wild Horse, Mongolian Wild Horse",EN,increasing
7950,ANIMALIA,CHORDATA,MAMMALIA,PERISSODACTYLA,EQUIDAE,Equus,grevyi,Grevy's Zebra,EN,stable
7951,ANIMALIA,CHORDATA,MAMMALIA,PERISSODACTYLA,EQUIDAE,Equus,hemionus,"Asiatic Wild Ass, Kulan, Asian Wild Ass",EN,decreasing
7953,ANIMALIA,CHORDATA,MAMMALIA,PERISSODACTYLA,EQUIDAE,Equus,kiang,Kiang,LC,stable
41013,ANIMALIA,CHORDATA,MAMMALIA,PERISSODACTYLA,EQUIDAE,Equus,quagga,"Plains Zebra, Painted Zebra, Common Zebra, Burchell's Zebra",LC,stable
7960,ANIMALIA,CHORDATA,MAMMALIA,PERISSODACTYLA,EQUIDAE,Equus,zebra,"Mountain Zebra, Hartmann's Mountain Zebra",VU,unknown
7994,ANIMALIA,CHORDATA,MAMMALIA,AFROSORICIDA,CHRYSOCHLORIDAE,Eremitalpa,granti,Grant's Golden Mole,LC,unknown
7995,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,DIPODIDAE,Eremodipus,lichtensteini,Lichtenstein's Jerboa,LC,unknown
15609,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Eremoryzomys,polius,Gray Rice Rat,DD,unknown
8004,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,ERETHIZONTIDAE,Erethizon,dorsatum,North American Porcupine,LC,stable
8010,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,PHOCIDAE,Erignathus,barbatus,Bearded Seal,LC,stable
40604,ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,ERINACEIDAE,Erinaceus,amurensis,"Amur Hedgehog, Manchurian Hedgehog",LC,stable
40605,ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,ERINACEIDAE,Erinaceus,concolor,"Southern White-breasted Hedgehog, Eastern European Hedgehog",LC,unknown
29650,ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,ERINACEIDAE,Erinaceus,europaeus,"Western European Hedgehog, Western Hedgehog, Northern Hedgehog",LC,stable
136344,ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,ERINACEIDAE,Erinaceus,roumanicus,Northern White-breasted Hedgehog,LC,stable
8032,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Eropeplus,canus,Sulawesi Soft-furred Rat,VU,decreasing
136247,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Erophylla,bombifrons,Brown Flower Bat,LC,stable
8033,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Erophylla,sezekorni,Buffy Flower Bat,LC,unknown
8073,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Erythrocebus,patas,Patas Monkey,LC,decreasing
8097,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,ESCHRICHTIIDAE,Eschrichtius,robustus,"Gray Whale, Grey Whale",LC,stable
8153,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENIDAE,Eubalaena,australis,Southern Right Whale,LC,increasing
41712,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENIDAE,Eubalaena,glacialis,"North Atlantic Right Whale, Northern Right Whale, Right Whale, Black Right Whale",EN,unknown
41711,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENIDAE,Eubalaena,japonica,North Pacific Right Whale,EN,unknown
8162,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,DIPODIDAE,Euchoreutes,naso,Long-eared Jerboa,LC,unknown
8166,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Euderma,maculatum,Spotted Bat,LC,stable
8168,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Eudiscopus,denticulus,Disk-footed Bat,DD,unknown
8992,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Eudorcas,albonotata,Mongalla Gazelle,LC,unknown
8973,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Eudorcas,rufifrons,Red-fronted Gazelle,VU,decreasing
8974,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Eudorcas,rufina,Red Gazelle,DD,unknown
8982,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Eudorcas,thomsonii,Thomson's Gazelle,NT,decreasing
8204,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,LEMURIDAE,Eulemur,albifrons,"White-fronted Lemur, White-fronted Brown Lemur",EN,decreasing
8205,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,LEMURIDAE,Eulemur,cinereiceps,"White-collared Lemur, White-collared Brown Lemur, Grey-headed Lemur ",CR,decreasing
8206,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,LEMURIDAE,Eulemur,collaris,"Collared Brown Lemur, Red-collared Lemur",EN,decreasing
8199,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,LEMURIDAE,Eulemur,coronatus,Crowned Lemur,EN,decreasing
8211,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,LEMURIDAE,Eulemur,flavifrons,"Blue-eyed Black Lemur, Sclater's Black Lemur, Sclater's Lemur",CR,decreasing
8207,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,LEMURIDAE,Eulemur,fulvus,"Brown Lemur, Common Brown Lemur",NT,decreasing
8212,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,LEMURIDAE,Eulemur,macaco,Black Lemur,VU,decreasing
8202,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,LEMURIDAE,Eulemur,mongoz,Mongoose Lemur,CR,decreasing
8203,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,LEMURIDAE,Eulemur,rubriventer,Red-bellied Lemur,VU,decreasing
136269,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,LEMURIDAE,Eulemur,rufifrons,"Red-fronted Brown Lemur, Bennett's Brown Lemur",NT,decreasing
8209,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,LEMURIDAE,Eulemur,rufus,"Red Brown Lemur, Audebert's Brown Lemur, Red-fronted Brown Lemur",VU,decreasing
8210,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,LEMURIDAE,Eulemur,sanfordi,Sanford's Brown Lemur,EN,decreasing
8239,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,OTARIIDAE,Eumetopias,jubatus,"Steller Sea Lion, Northern Sealion, Northern Sea Lion, Steller's Sealion, Steller's Sea Lion",NT,increasing
8241,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,MOLOSSIDAE,Eumops,auripendulus,Black Bonneted Bat,LC,unknown
8242,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,MOLOSSIDAE,Eumops,bonariensis,Dwarf Bonneted Bat,LC,unknown
8243,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,MOLOSSIDAE,Eumops,dabbenei,"Big Bonneted Bat, Dabbene's Mastiff Bat",LC,unknown
136433,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,MOLOSSIDAE,Eumops,floridanus,Florida Bonneted Bat,CR,decreasing
8244,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,MOLOSSIDAE,Eumops,glaucinus,Wagner's Bonneted Bat,LC,unknown
